Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
51418397,0,,11,92,2,58030,,0,2,1,,0,,2,05db9164,4f25e98b,687f4b5b,1f363f92,25c83c98,,3d28a1a3,0b153874,7cc72ec2,3b08e48b,9fc87b07,1669c19f,bf596cfe,64c94865,40e29d2a,3a94998b,e5ba7672,7ef5affa,5fd56cf9,a458ea53,9a60c1a5,,3a171ecb,da008840,e8b83407,ccd1f8e0
51540153,1,2,0,12,12,4,10,19,12,21,1,4,,10,68fd1e64,ad4527a2,4a5c54cd,b95278fd,25c83c98,fe6b92e5,8379baa1,0b153874,a73ee510,3b08e48b,7579b566,ea6c77cf,8803181f,07d13a8f,4f7854df,d51dd0f4,e5ba7672,cdfa8259,,,64677167,,423fab69,1b256e61,,
51713576,0,,1,1,1,265037,,0,1,3,,0,,1,05db9164,38a947a1,f01615c5,20f4bade,4cf72387,fbad5c96,100f342c,1f89b562,7cc72ec2,5d1b0fd9,3d566bf6,0439912d,c4b75451,07d13a8f,dbc04c15,82b83614,e5ba7672,e589f353,,,04a191d5,ad3062eb,c7dc6720,c5cbfccf,,
51838698,0,,921,,3,5473,61,2,3,16,,2,,3,8cf07265,e112a9de,af5655e7,22504558,30903e74,fe6b92e5,bd3ca059,0b153874,a73ee510,40efe0cf,6b0d4f04,252162ec,be60a2af,1adce6ef,11da3cff,776f5665,d4bb7bd8,a7cf409e,,,5c7c443c,,32c7478e,8f079aa5,,
51884039,0,,901,2,1,37408,136,2,9,37,,2,,1,287e684f,85af3139,d032c263,c18be181,25c83c98,,90a2c015,062b5529,a73ee510,3b08e48b,0f736a0c,dfbb09fb,3af886ff,b28479f6,af8db00e,84898b2a,e5ba7672,d4328054,,,0014c32a,ad3062eb,3a171ecb,3b183c5c,,
52134629,0,,2,3,9,10969,57,48,7,71,,2,,9,05db9164,c2004197,a0606dd3,28d926b8,4cf72387,fbad5c96,a4ca1fb6,5b392875,a73ee510,01a07fd7,4a31f431,e6512d7d,740c210d,07d13a8f,630f96bc,fc53f85c,8efede7f,02607769,,,ed35ed93,,32c7478e,4fcc135f,,
52179923,0,,85,6,12,432,,0,33,25,,0,,14,93a2ad4a,38a947a1,,,30903e74,7e0ccccf,b2d1ae62,0b153874,a73ee510,a51cc9ee,bb3750e8,,6212bf27,b28479f6,de2f758d,,e5ba7672,23fb8a75,,,,,32c7478e,,,
52210666,0,,12,1,2,12558,,0,23,6,,0,0,2,5a9ed9b0,2c16a946,99e0e074,9f43a1b5,25c83c98,7e0ccccf,11ffbf5b,985e3fcb,a73ee510,865b29d9,f2313205,e351377c,9c7a975e,b28479f6,3628a186,87140baa,8efede7f,e4ca448c,,,3561091d,,3a171ecb,9117a34a,,
52280275,0,0,121,2,30,2332,178,8,33,167,0,1,,31,439a44a4,b06f9574,223b0e16,ca55061c,25c83c98,fbad5c96,336b43c1,5b392875,a73ee510,f385050d,c6b5ff1d,156f99ef,1cc1a03a,07d13a8f,84f7a6dc,5fbf4a84,e5ba7672,f7be65bb,21ddcdc9,b1252a9d,deb9605d,,32c7478e,e448275f,001f3601,aae2212a
52369888,0,0,0,101,46,1527,46,1,46,46,0,1,,46,8cf07265,4e8d18ed,97a65ce8,75330e72,25c83c98,,09f85c61,0017bc7c,a73ee510,6e320e0b,6a711767,990a1edb,317db487,1adce6ef,bbee52f9,fb7e3bf2,d4bb7bd8,47e4d79e,915c3457,a458ea53,aa568f5a,,423fab69,c4d70002,47907db5,06efe070
52426134,0,3,180,37,6,33,5,8,27,82,1,3,,5,8cf07265,421b43cd,485d4482,29998ed1,0942e0a7,fe6b92e5,293d71dc,6c41e35e,a73ee510,4513f868,ceb943bc,6aaba33c,6726c9f7,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
52517420,0,53,0,69,14,398,170,53,25,27,2,2,,14,8cf07265,4f25e98b,6b47228d,d4581bf2,25c83c98,7e0ccccf,dc2b40a4,0b153874,a73ee510,d35e1d60,6685ea28,6606c754,7edc047a,b28479f6,8ab5b746,10bff5e2,e5ba7672,7ef5affa,21ddcdc9,a458ea53,209e5d53,,c7dc6720,2a66488c,001f3601,b4376d6b
52534581,0,2,19,15,9,1163,39,2,39,24,1,1,,9,05db9164,207b2d81,232809ed,e5ab1c0f,25c83c98,7e0ccccf,0d3aae8d,5b392875,a73ee510,3b08e48b,e08d8d9c,0e431092,1577a179,07d13a8f,f3c64936,0239b329,07c540c4,f724634a,21ddcdc9,a458ea53,8039e3b8,,32c7478e,8daa10bb,001f3601,52bd701b
52759459,0,,3,20,1,,,0,2,2,,0,,2,05db9164,207b2d81,74e1a23a,9a6888fb,25c83c98,fbad5c96,9235b72d,0b153874,7cc72ec2,3b08e48b,a663c29d,fb8fab62,465e5479,b28479f6,231f3923,c6b1e1b2,2005abd1,25935396,21ddcdc9,5840adea,99c09e97,,be7c41b4,335a6a1e,001f3601,877c5de5
52825460,1,1,204,4,6,113,36,1,39,36,1,1,,36,68fd1e64,e3db0bac,cc9a7220,85d8763b,25c83c98,fbad5c96,c8767556,5b392875,a73ee510,edccdfed,35dc8759,4cc455c0,c1618056,b28479f6,b36ca009,3abee6ae,d4bb7bd8,a7ccaded,21ddcdc9,5840adea,2490f247,ad3062eb,3a171ecb,08b0ce98,2bf691b1,b29c74dc
52842596,0,,1,57,10,10468,36,18,15,41,,4,0,10,05db9164,71ca0a25,ee7b92b1,f1c1efaf,25c83c98,,04716793,0b153874,a73ee510,fd4ff709,35d24a2f,6ad70b6e,7165d9e8,1adce6ef,ae3a9888,ec51a105,e5ba7672,9bf8ffef,21ddcdc9,5840adea,faf1a696,,32c7478e,99be7621,445bbe3b,984e0db0
53019875,0,3,1,18,6,416,6,3,6,6,1,1,,6,05db9164,09e68b86,5711d450,b9711487,25c83c98,7e0ccccf,63f3d4ea,1f89b562,a73ee510,afb89f8f,d5cf9352,a105300e,09e3bbd5,b28479f6,52baadf5,efc97b21,07c540c4,5aed7436,e27c6abe,a458ea53,ca74a956,,3a171ecb,319636a9,e8b83407,608ac7c2
53067762,1,17,1,5,2,1,0,17,2,2,1,1,3,0,05db9164,a5b69ae3,be408090,5a9257d6,4cf72387,,7a341aab,0b153874,a73ee510,6c47047a,d862edd7,aa36fdc6,09a25a13,64c94865,138b84f3,d61e2a13,27c07bd6,a1654f4f,21ddcdc9,5840adea,4b829c68,,3a171ecb,e9513c86,2bf691b1,93791661
53221226,1,,13,1,1,9970,1,2,1,1,,1,,1,e8ef605b,df15595b,62b9d307,ba796926,4cf72387,,43f40ff9,0b153874,a73ee510,b8b5e935,66bfc5e8,ca6cfbf1,3af886ff,b28479f6,70884403,02cb0710,e5ba7672,e310ad06,,,a0c65692,,32c7478e,4d9888f5,,
53290645,0,6,1,2,4,2,8,6,5,4,1,1,,4,87552397,85ba09f0,9aab86f4,f262c772,25c83c98,7e0ccccf,a5785c33,0b153874,a73ee510,3b08e48b,b38835a9,f154d8fd,5aceb3b4,1adce6ef,bc45a2df,f770d930,e5ba7672,fc16085c,,,8b69bb0a,,423fab69,4758417d,,
53369150,0,,34,105,3,2996,,0,6,11,,0,,6,05db9164,38d50e09,ecbb5a5c,ab5bc535,0942e0a7,7e0ccccf,19d53f72,0b153874,a73ee510,3b08e48b,e13a7974,18b86fc6,9faf125a,07d13a8f,ee569ce2,5e228b63,776ce399,582152eb,21ddcdc9,5840adea,0ccb9bf3,,32c7478e,fc7d5b23,001f3601,c4304c4b
53397898,0,0,8,175,29,2590,175,4,31,33,0,1,,29,05db9164,207b2d81,0391925e,c2fcecf6,25c83c98,7e0ccccf,d130cbd1,37e4aa92,a73ee510,f26b7f57,9a422971,67c23019,174e4cac,07d13a8f,da315591,191ce56c,e5ba7672,29907d97,21ddcdc9,b1252a9d,e6a41d25,,32c7478e,38be899f,001f3601,c26ea7d4
53604698,1,,-1,,,1404,32,3,15,97,,2,,,68fd1e64,a796837e,af48fb08,e3cc371a,25c83c98,,a6330118,1f89b562,a73ee510,bcecc4c2,8597b2e7,c78e8461,a9af10b0,07d13a8f,47a431f5,c4de5bba,07c540c4,f1a8f10f,,,7a593b43,,32c7478e,8fc66e78,,
53716215,0,8,8,,7,100,33,8,26,30,1,1,,24,5a9ed9b0,08d6d899,0bab1155,60d5f5a7,25c83c98,7e0ccccf,f00bddf8,5b392875,a73ee510,5e4f1c70,55795b33,1d00cbc4,39795005,07d13a8f,41f10449,b93ac0ad,e5ba7672,698d1c68,,,bf8efd4c,,c7dc6720,f96a556f,,
53948966,1,14,16,2,28,14,4,96,40,446,1,19,,4,5a9ed9b0,14a8f8d6,ccdeba13,13bc59b7,25c83c98,7e0ccccf,7195046d,5b392875,a73ee510,5f6e80f4,4d8549da,13db7cf4,51b97b8f,d2dfe871,b5c889a8,69f18a97,e5ba7672,f2f1286e,,,53f975fd,ad3062eb,55dd3565,ad21a9fc,,
53978524,0,0,196,21,8,4579,43,19,12,97,0,4,,8,05db9164,1329e144,1e64a47c,0c8cbe41,4cf72387,,9c82fead,0b153874,a73ee510,31990058,52497132,f35bfd87,1c717231,1adce6ef,e1572535,c790ebcc,e5ba7672,98bf96cf,79849f24,a458ea53,e4cda707,,423fab69,9251bdf0,cb079c2d,fb187c8a
54227951,0,3,0,7,3,66,3,30,3,19,2,4,1,3,05db9164,287130e0,cdef7874,3ec26adc,4cf72387,7e0ccccf,6855ef53,1f89b562,a73ee510,8b7e21f6,b7094596,eb9f6d76,1f9d2c38,1adce6ef,310d155b,73749c35,3486227d,891589e7,d52d0768,a458ea53,3384ed08,,32c7478e,e43a7e35,cb079c2d,5216f853
54308112,0,0,-1,15,11,12931,,,11,,0,,,40,05db9164,38a947a1,4470baf4,8c8a4c47,25c83c98,fbad5c96,501069e9,0b153874,a73ee510,65a91726,a10c0fc9,bb669e25,30cbe961,b28479f6,091737ad,2b2ce127,e5ba7672,ade68c22,,,2b796e4a,ad3062eb,423fab69,8d365d3b,,
54373542,0,,15,11,8,1334,692,0,24,552,,0,,17,439a44a4,09e68b86,fda8edb8,4f256dfe,25c83c98,7e0ccccf,7de67dda,0b153874,a73ee510,dfac5765,2ef45c3b,28793533,5c7593a3,b28479f6,52baadf5,27c0552b,e5ba7672,5aed7436,49175026,b1252a9d,37b4713c,,32c7478e,5e22c595,e8b83407,8e27cf04
54375395,0,,0,3,2,1340,,0,7,6,,0,,2,05db9164,38a947a1,261ee96f,59ca4d31,25c83c98,7e0ccccf,a83de962,64523cfa,a73ee510,3b08e48b,18bcf5cd,5ea9b4f9,61537f27,07d13a8f,2a157858,848a309d,776ce399,3a1e77cc,,,7ea53338,,be7c41b4,6e4d5209,,
54456003,0,0,0,18,4,1866,123,14,4,56,0,1,,4,05db9164,38a947a1,,,25c83c98,7e0ccccf,1d7f26b5,062b5529,a73ee510,1d56e466,c9168a8c,,3c12244d,051219e6,729eed5d,,e5ba7672,d29b1174,,,,,32c7478e,,,
54531127,1,0,0,1,,2836,193,6,42,92,0,2,,,d4b08d58,9819deea,ff59c9a0,f922efad,25c83c98,,9d8d7034,0b153874,a73ee510,852273ac,51ef0313,b99ddbc8,e8f6ccfe,b28479f6,1150f5ed,87acb535,e5ba7672,7e32f7a4,,,a4b7004c,,32c7478e,b34f3128,,
54708268,0,2,180,22,19,67,23,2,24,24,1,1,,23,05db9164,421b43cd,8effe841,29998ed1,25c83c98,fe6b92e5,4aa938fc,a61cc0ef,a73ee510,03e48276,7e40f08a,6aaba33c,1aa94af3,b28479f6,2d0bb053,b041b04a,07c540c4,2804effd,,,723b4dfd,ad3062eb,3a171ecb,b34f3128,,
54725049,0,,64,5,1,15720,,0,7,87,,0,,5,64e77ae7,298d0556,d032c263,c18be181,25c83c98,fbad5c96,15da22d0,0b153874,a73ee510,3b08e48b,d7129972,dfbb09fb,c0c5f46b,b28479f6,48a5d003,84898b2a,776ce399,a8f42b59,,,0014c32a,,32c7478e,3b183c5c,,
54792987,0,,5,1,1,4474,19,20,1,123,,5,,1,ae82ea21,c5fe64d9,28c29430,eeb29bb9,25c83c98,7e0ccccf,efe2d2a2,0b153874,a73ee510,4c9179ab,9a660f03,5922ca31,3dffcbec,cfef1c29,c357ecb7,f8a57c1c,e5ba7672,c235abed,5b885066,5840adea,5bf565d4,c9d4222a,423fab69,81c5f5fd,ea9a246c,b4a4615f
55076261,1,2,-1,7,1,30,1,2,1,1,1,1,,1,5a9ed9b0,09e68b86,d433a90e,cf31f81c,25c83c98,,c8e48a82,0b153874,a73ee510,c6c8dd7c,ae4c531b,f551c752,01c2bbc7,1adce6ef,dbc5e126,9886cffd,07c540c4,5aed7436,10a826e7,a458ea53,f67d11cc,,32c7478e,b6616a66,e8b83407,0278ad53
55108971,1,2,1,3,,133,0,2,0,0,1,1,,,05db9164,e5fb1af3,bf329344,e9ccce7f,25c83c98,,5489c59f,5b392875,a73ee510,aeace694,35cda973,aab5756a,04c73167,07d13a8f,b5de5956,16259eff,07c540c4,13145934,21ddcdc9,b1252a9d,33bf96af,,32c7478e,dc967208,e8b83407,a6a71ca3
55134985,0,2,0,5,30,28,32,2,30,30,1,1,,30,8cf07265,7008ef6d,694b7175,36f6f194,384874ce,fbad5c96,ce783063,0b153874,a73ee510,94b59629,b19b94c5,dc626116,61ee49db,07d13a8f,03259d67,46973e83,07c540c4,d1c83925,,,852d4294,c9d4222a,3a171ecb,b2f178a3,,
55138089,0,0,439,,3,724,314,93,49,346,0,7,0,9,05db9164,a07503cc,a1ec08a4,13508380,25c83c98,fe6b92e5,c68c5cf1,0b153874,a73ee510,61fa6541,f37be5c0,7a15c0ea,a59ea816,07d13a8f,77660bba,e5cf5532,27c07bd6,912c7e21,21ddcdc9,b1252a9d,5281a555,,423fab69,45ab94c8,445bbe3b,c84c4aec
55151271,0,,0,9,3,6132,72,2,10,54,,1,,3,9a89b36c,09e68b86,aa8c1539,85dd697c,25c83c98,,d385ea68,5b392875,a73ee510,3b08e48b,7940fc2a,d8c29807,00e20e7b,8ceecbc8,d2f03b75,c64d548f,e5ba7672,63cdbb21,21ddcdc9,5840adea,5f957280,,55dd3565,1793a828,e8b83407,b7d9c3bc
55188711,0,,-1,2,5,6242,125,15,6,291,,4,0,5,05db9164,04e09220,b1ecc6c4,5dff9b29,25c83c98,fbad5c96,a0e559da,15149468,a73ee510,3b08e48b,418037d7,2436ff75,b0bfed6d,07d13a8f,f6b23a53,f4ead43c,8efede7f,6fc84bfb,,,4f1aa25f,ad3062eb,423fab69,ded4aac9,,
55329192,0,,44,32,2,1,,0,2,2,,0,,2,05db9164,80e26c9b,ac89a95b,cb3a592b,b0530c50,,16401b7d,1f89b562,a73ee510,3b08e48b,20ec800a,a818a2c9,18a5e4b8,cfef1c29,e857f574,5053c298,1e88c74f,f54016b9,21ddcdc9,a458ea53,80568140,,3a171ecb,9195f690,e8b83407,3e0e39d6
55506528,1,2,60,1,0,24,0,2,0,0,1,1,,0,ae82ea21,4f25e98b,7b36f13b,60f8cfe9,25c83c98,7e0ccccf,44fb02c7,37e4aa92,a73ee510,355a3a9e,2386466b,a5f9a198,45db6793,b28479f6,df2f73e9,097b7927,07c540c4,bc5a0ff7,dfdebe48,5840adea,08b65540,,3a171ecb,70bf2569,001f3601,6797655d
55743918,0,1,86,,10,1408,48,20,16,75,0,4,0,10,68fd1e64,8084ee93,d032c263,c18be181,4cf72387,fbad5c96,41c23efd,0b153874,a73ee510,beff0ec2,585a8b28,dfbb09fb,addc3db7,b28479f6,16d2748c,84898b2a,8efede7f,003d4f4f,,,0014c32a,c9d4222a,32c7478e,3b183c5c,,
