Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10756235,1,0,0,3,6,8,124,6,30,131,0,4,,6,68fd1e64,38a947a1,ac8de2fd,42bbc410,25c83c98,fbad5c96,7dab17c2,1f89b562,a73ee510,d023b3d2,636405ac,d68041e7,31b42deb,64c94865,ba2138b9,a2a136be,e5ba7672,8cd9b2d3,,,53f8a6e4,,3a171ecb,ec498394,,
10761132,0,0,0,15,6,1378,59,5,37,170,0,2,,6,be589b51,6887a43c,985df589,21a70d59,384874ce,7e0ccccf,987da766,0b153874,a73ee510,ae769f5e,f37be5c0,3b7ee01c,a59ea816,07d13a8f,db12b98c,f0968509,e5ba7672,1e4afada,21ddcdc9,b1252a9d,1e234362,c9d4222a,c7dc6720,eed779c5,445bbe3b,63c80cdb
10805404,0,,1,,12,946,,0,37,39,,0,,12,05db9164,68aede49,68b19aed,847fce2d,25c83c98,7e0ccccf,e0386b63,0b153874,a73ee510,b8fa4771,371dae82,249e5276,18fc2b1e,b28479f6,5c595008,350e5256,d4bb7bd8,262c8681,,,67ff16b8,,32c7478e,03aefe56,,
11189730,1,,1,1,1,36817,10,3,1,6,,2,,1,05db9164,38a947a1,6008d5bf,6c16053c,25c83c98,7e0ccccf,468a0854,5b392875,a73ee510,3b08e48b,a60de4e5,8c5c24d2,605bbc24,07d13a8f,0d85d51a,ad722099,8efede7f,30941739,,,ffe0f9dd,,32c7478e,34842886,,
11217043,1,,1242,,,175747,,,2,,,,,,05db9164,38a947a1,b0006f3d,3616509e,25c83c98,fbad5c96,89a13b6b,0b153874,7cc72ec2,f62834dd,fa365cf9,2cf9d973,d2420e4c,b28479f6,a6462151,be88b61f,d4bb7bd8,56d9f773,,,eee0b0b9,,bcdee96c,db419f53,,
11262894,1,,1,1,,91674,,,0,,,,,,05db9164,38d50e09,873cec9e,faeb53d1,4cf72387,7e0ccccf,4b3c7cfe,062b5529,7cc72ec2,2155dcbf,8b94178b,1bad82f2,025225f2,b28479f6,06373944,754f444e,d4bb7bd8,fffe2a63,21ddcdc9,b1252a9d,362ad5a2,,32c7478e,df487a73,001f3601,c27f155b
11267944,0,,4,,1,31341,,0,1,4,,0,,1,f473b8dc,38d50e09,c86b2d8d,657dc3b9,25c83c98,7e0ccccf,aa1c94e4,0b153874,7cc72ec2,451bd4e4,2b9c7071,1ca7a526,1aa94af3,b28479f6,06373944,ba46c3a1,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,eb0fc6f8,c9d4222a,be7c41b4,df487a73,001f3601,c27f155b
11295678,1,,151,,2,8236,62,15,11,106,,3,,2,05db9164,80e26c9b,26235f1b,74d11a98,25c83c98,,e746fe19,0b153874,a73ee510,2504c769,0bc63bd0,320ef2be,ef007ecc,b28479f6,900aa8c4,4200d86d,e5ba7672,49c6a5d6,21ddcdc9,a458ea53,844ed5f0,,32c7478e,f1e21447,e8b83407,ac4235cd
11299756,0,0,2,,,16980,,,4,,0,,0,,5a9ed9b0,68b3edbf,b00d1501,d16679b9,4cf72387,7e0ccccf,cb3443b3,0b153874,a73ee510,3b08e48b,bf2008fa,e0d76380,c9ae71af,b28479f6,f511c49f,1203a270,e5ba7672,752d8b8a,,,73d06dde,ad3062eb,bcdee96c,aee52b6f,,
11314151,1,0,0,49,10,1353,22,1,23,34,0,1,0,20,5a9ed9b0,58e67aaf,a76a7236,66ca6f9c,25c83c98,fe6b92e5,5d52af16,5b392875,a73ee510,9570d74e,ed625ce6,59f2ebd3,6a70a42a,1adce6ef,d002b6d9,ec6e1470,e5ba7672,c21c3e4c,d9aa05dc,a458ea53,065d2ccd,,bcdee96c,a9a2ac1a,9b3e8820,11616784
11677353,0,,3,129,38,851,,0,40,38,,0,,38,05db9164,09e68b86,b0f55040,6b48eeda,30903e74,fbad5c96,66b0ce37,0b153874,a73ee510,1d56e466,2064200e,1968def2,5dbbf8e4,b28479f6,52baadf5,dda3f00b,1e88c74f,5aed7436,21ddcdc9,a458ea53,f2213131,,32c7478e,51542ce9,e8b83407,e5475fb7
11755115,0,11,0,5,,90,0,63,5,43,2,12,0,,68fd1e64,89ddfee8,cf1e87d9,67ca8dc5,f281d2a7,7e0ccccf,1c86e0eb,0b153874,a73ee510,5a64c137,755e4a50,375d8bbd,5978055e,07d13a8f,4df3da6b,735b87b1,e5ba7672,5bb2ec8e,07995af6,a458ea53,849d3db3,ad3062eb,3a171ecb,0c3013ca,f0f449dd,d885a38e
11909027,0,,12,4,15,6815,19,10,13,22,,3,,15,68fd1e64,6887a43c,edc59ebe,1d87490d,25c83c98,6f6d9be8,6c9b7105,0b153874,a73ee510,f72dbcb1,577ff050,8c02ead9,b079c917,07d13a8f,a4508665,ab423a9b,e5ba7672,9f591d04,21ddcdc9,b1252a9d,b73f278f,8ec974f4,32c7478e,3be94b64,445bbe3b,82edcb53
12033318,1,5,8,1,1,136,40,5,30,38,1,1,,1,68fd1e64,421b43cd,b6b3a170,29998ed1,25c83c98,7e0ccccf,a088b320,5b392875,a73ee510,0bd77227,6be5122d,6aaba33c,c8c105ca,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
12040680,0,,-1,,,8271,44,19,0,49,,2,,,05db9164,1cfdf714,02391f51,b9c629a9,25c83c98,7e0ccccf,2e67d537,5b392875,a73ee510,3b08e48b,afdd3fca,2397259a,d77a196a,07d13a8f,e439dd9b,d37efe8c,e5ba7672,9df49ecd,21ddcdc9,5840adea,b6119319,ad3062eb,423fab69,45ab94c8,cb079c2d,b13f4ade
12046646,0,7,2,6,8,40,7,7,7,13,1,1,0,7,f473b8dc,403ea497,2cbec47f,3e2bfbda,25c83c98,7e0ccccf,61a3f3fb,1f89b562,a73ee510,d21c67cc,1867a48c,21a23bfe,9291ca36,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,a458ea53,c2a93b37,,3a171ecb,1793a828,e8b83407,2fede552
12053773,0,0,2,,1,22950,1286,1,30,336,0,1,,1,05db9164,d833535f,d032c263,c18be181,25c83c98,7e0ccccf,0c41b6a1,0b153874,a73ee510,474773a7,4ba74619,dfbb09fb,879fa878,b28479f6,e2502ec9,84898b2a,e5ba7672,42a2edb9,,,0014c32a,,bcdee96c,3b183c5c,,
12224113,1,6,47,3,43,1134,313,6,23,314,1,1,,127,68fd1e64,2c16a946,165864a1,9e2401c7,4cf72387,7e0ccccf,4aa938fc,0b153874,a73ee510,efea433b,7e40f08a,d2f8aae3,1aa94af3,07d13a8f,18231224,1e135bad,e5ba7672,74ef3502,,,9a9ce0fa,,3a171ecb,9117a34a,,
12332584,0,,-1,,,4147,,0,0,11,,0,,,05db9164,b56822db,7da86e4b,b733e495,25c83c98,3bf701e7,f57ba4cd,5b392875,a73ee510,3b08e48b,38628d88,ed397d6b,cb655a00,b28479f6,a9d1ba1a,056d8866,776ce399,38dce391,21ddcdc9,b1252a9d,deaf6b52,c9d4222a,be7c41b4,d9556584,001f3601,6c27a535
12333609,0,0,6,7,1,29244,,0,25,1,0,0,,15,05db9164,a796837e,08de7b18,97ce69e9,25c83c98,7e0ccccf,4c3504c7,0b153874,a73ee510,42fc0ce4,e015e3d6,c5011072,8f265ae5,cfef1c29,85e5b07c,5a9431f3,e5ba7672,4e6b896a,,,e754c5e1,,32c7478e,8fc66e78,,
12454124,1,,4,14,2,11131,,0,2,2,,0,,2,8cf07265,89ddfee8,c409c5bd,10cf4be2,25c83c98,fbad5c96,1c86e0eb,5b392875,a73ee510,935a36f0,755e4a50,304a8c65,5978055e,b28479f6,25753fb1,d2e57b85,e5ba7672,5bb2ec8e,2b558521,b1252a9d,2a3fad00,,32c7478e,4008e1ec,e8b83407,f2fd26fd
12458315,0,0,0,14,9,2707,43,2,13,76,0,2,,9,8cf07265,403ea497,2cbec47f,3e2bfbda,25c83c98,fbad5c96,2047fed7,0b153874,a73ee510,e7b573ea,8f68a279,21a23bfe,7eb73375,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,5840adea,c2a93b37,,32c7478e,1793a828,e8b83407,2fede552
12733420,0,1,62,,11,1031,25,24,41,126,1,7,1,11,68fd1e64,3f0d3f28,,,25c83c98,7e0ccccf,ec258437,0b153874,a73ee510,fa7d0797,19de763a,,f948ca5d,32813e21,e8d4033b,,3486227d,744ad4a0,,,,ad3062eb,3a171ecb,,,
12785086,0,0,-1,,,6766,77,1,3,49,0,1,,,05db9164,b56822db,7da86e4b,b733e495,4cf72387,fe6b92e5,d2dbdfe6,0b153874,a73ee510,316007da,7e40f08a,ed397d6b,1aa94af3,b28479f6,a9d1ba1a,056d8866,d4bb7bd8,38dce391,21ddcdc9,b1252a9d,deaf6b52,c9d4222a,32c7478e,d9556584,001f3601,6c27a535
12838047,0,,0,91,2,24242,,0,13,101,,0,,13,05db9164,95e2d337,a021d905,7b3743c7,43b19349,fe6b92e5,bcc20e19,5b392875,7cc72ec2,3b08e48b,88731e13,9b4af367,2723b688,cfef1c29,adc5d179,111767b5,776ce399,7b06fafe,e51f040f,b1252a9d,8311846e,,bcdee96c,f271f41c,2bf691b1,cc7a24ff
12855529,1,,14,2,1,178534,,0,1,1,,0,,1,05db9164,097e9399,915bbd8f,26ac5cc6,43b19349,7e0ccccf,bcec77e9,0b153874,7cc72ec2,b8acc28b,44ccb891,87408e45,30f114f1,1adce6ef,5c3dbd29,8759a2d9,d4bb7bd8,97029569,21ddcdc9,b1252a9d,6ec2bcf7,c9d4222a,3a171ecb,7f686ab3,2bf691b1,51c2c54a
12888445,0,,2,24,12,2711,,0,32,45,,0,,12,05db9164,af447d7a,fc39fe56,3197d543,25c83c98,fbad5c96,293d71dc,0b153874,a73ee510,d4c4ea17,ceb943bc,ebf6ae0a,6726c9f7,b28479f6,f0d27586,38fc4d35,07c540c4,98ff11f4,,,11e4edec,ad3062eb,bcdee96c,0ff91809,,
13202817,0,,1,,1,16326,81,31,4,70,,1,0,1,05db9164,f6f4fe4b,9f9e5fab,080912a0,25c83c98,13718bbd,d9d4299e,0b153874,a73ee510,711ec2bc,2181d913,de54028d,1e750733,b28479f6,df360709,11bf1c58,e5ba7672,c587eafc,,,4c8275f4,,32c7478e,4acbf3af,,
13334180,0,,12,9,5,34493,,0,5,5,,0,,5,05db9164,92f101be,6de5c512,43346490,25c83c98,fe6b92e5,38eec06c,37e4aa92,a73ee510,3b08e48b,2d3f0cc3,f38b9685,7b903000,07d13a8f,bd50245a,4f07bb6c,776ce399,0a6e5453,21ddcdc9,b1252a9d,dbfd7937,,be7c41b4,79869a4f,001f3601,074bb89f
13555621,0,,0,62,76,429,572,1,0,641,,0,,78,8c6ba407,95e2d337,1c22aaf8,39452c42,4cf72387,fbad5c96,c1158194,0b153874,a73ee510,6997b535,35dc8759,e9a91eed,c1618056,07d13a8f,4e505ea3,42c3afa5,e5ba7672,7b06fafe,a105e305,b1252a9d,fe4aece8,ad3062eb,3a171ecb,671c2b89,2bf691b1,77d7fd9f
13683854,0,0,27,26,8,2816,56,1,11,36,0,1,,9,87552397,a0e12995,003f419b,ff852091,25c83c98,7e0ccccf,5a91237e,0b153874,a73ee510,7ef432eb,59cd5ae7,349450bc,8b216f7b,1adce6ef,78c64a1d,6615ffe6,d4bb7bd8,1616f155,21ddcdc9,b1252a9d,3dd38d65,,423fab69,c2fe6ca4,9b3e8820,0015d4de
13746569,1,,1,4,4,335,8,30,6,75,,4,,4,be589b51,1cfdf714,6a9dcb2d,72627766,25c83c98,7e0ccccf,2555b4d9,062b5529,a73ee510,8a8cd8fb,0e4ebdac,b7070aa0,779f824b,b28479f6,d345b1a0,6cc19c2b,27c07bd6,e88ffc9d,21ddcdc9,b1252a9d,5ead41b2,,bcdee96c,95c838ae,cb079c2d,abf871ff
13827397,0,0,12,6,5,4328,98,4,10,15,0,4,,5,f473b8dc,403ea497,2cbec47f,3e2bfbda,25c83c98,fe6b92e5,76b637bb,51d76abe,a73ee510,3b08e48b,6872a82d,21a23bfe,b55434a9,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,a458ea53,c2a93b37,,be7c41b4,1793a828,e8b83407,2fede552
13847438,1,6,11,6,0,1136,34,6,27,14,1,1,,14,68fd1e64,92f101be,4f47a176,c571c3ff,25c83c98,7e0ccccf,48ed6f4d,5b392875,a73ee510,68ca11c3,c4bd1c72,d5c0b5ba,bcfc54a9,64c94865,7da29044,3b0f1c0a,e5ba7672,20157126,21ddcdc9,5840adea,97d469c2,ad3062eb,c7dc6720,9149f647,001f3601,074bb89f
13879939,0,,11,10,2,,,0,2,2,,0,,2,05db9164,b06f9574,ababa78b,5ec469f9,384874ce,fe6b92e5,1af5fecb,062b5529,7cc72ec2,3b08e48b,2e3884d7,63d3fb31,9c7a975e,1adce6ef,b62ec7c9,c574de76,2005abd1,e9a3d86d,21ddcdc9,b1252a9d,1a00a447,,423fab69,dadea544,001f3601,6dff734f
13896307,0,,1,,1,2825,25,6,1,17,,1,0,1,5a9ed9b0,b961056b,8974a6b9,d27e1744,25c83c98,7e0ccccf,fb82cfe5,0b153874,a73ee510,eff5602f,9ee336c5,515780f8,094e10ad,1adce6ef,8187184a,811c9f77,e5ba7672,5a6878f5,,,f43694ff,,423fab69,71292dbb,,
14036195,0,0,0,6,6,10389,1375,2,9,984,0,2,,6,05db9164,c76014f5,645d9349,031bba14,25c83c98,fbad5c96,48ed6f4d,0b153874,a73ee510,e59c4e8f,c4bd1c72,49eb8265,bcfc54a9,07d13a8f,0ce49139,631f0045,3486227d,93b0d1d7,,,1fe472e2,ad3062eb,dbb486d7,89bd83a1,,
14107947,1,,1,8,7,2951,22,49,9,320,,14,0,7,05db9164,04e09220,b1ecc6c4,5dff9b29,25c83c98,fbad5c96,9af6e535,0b153874,a73ee510,0a9fb6a6,bc786d15,2436ff75,e7c6a03d,07d13a8f,f6b23a53,f4ead43c,3486227d,6fc84bfb,,,4f1aa25f,,423fab69,ded4aac9,,
14184979,1,0,152,1,4,2691,17,49,15,125,0,6,0,4,05db9164,9e5ce894,78dcb764,13508380,25c83c98,7e0ccccf,af0ecfa0,0b153874,a73ee510,b517097e,3b856384,6f0275f4,f589a6b4,07d13a8f,8cf98699,0dc5763d,e5ba7672,a5bb7b8a,79849f24,b1252a9d,9a63c1e3,,c7dc6720,45ab94c8,ea9a246c,c84c4aec
14217737,0,,1,1,,44412,,0,0,7,,0,,,68fd1e64,c5fe64d9,f390c883,4f4df9a7,65be028e,,2a8c42b0,0b153874,a73ee510,7b233b75,7fd08581,9157e4fe,f9cef5cc,07d13a8f,52b49730,a69551c9,1e88c74f,c235abed,21ddcdc9,b1252a9d,66a29152,,32c7478e,2660ad70,e8b83407,de474c79
14242139,0,0,0,6,18,2607,165,10,8,487,0,4,,18,05db9164,58e67aaf,d1ed95f1,eda9b737,25c83c98,7e0ccccf,08145aa3,0b153874,a73ee510,bc2b8616,69926409,e372aea7,2fc3058f,07d13a8f,10935a85,eafe24ad,e5ba7672,c21c3e4c,81551f75,a458ea53,452f9356,,423fab69,1930718b,9b3e8820,1b2e10aa
14280470,0,,11,26,1,223653,782,0,1,41,,0,,1,68fd1e64,95e2d337,0a1435c1,bdcfffba,43b19349,fe6b92e5,05276f0a,0b153874,7cc72ec2,b1ced7c4,58d7f05a,5a276398,b1451e1a,07d13a8f,8ebf193d,4da40ea2,e5ba7672,e1b6ea80,21ddcdc9,5840adea,290c14f6,,3a171ecb,ded4aac9,2bf691b1,bdf46dce
14496462,1,3,0,10,1,53,1,7,10,162,1,4,,1,be589b51,6887a43c,6d0ceb43,8d164e53,4cf72387,7e0ccccf,24defc3f,0b153874,a73ee510,8e4249e5,51383e81,9fa694f3,e57fc535,07d13a8f,eb1997cb,a54711b4,e5ba7672,570391ac,21ddcdc9,b1252a9d,78766d37,c9d4222a,32c7478e,9e0bee34,445bbe3b,3246a38c
14698349,0,3,78,5,21,1,0,3,21,21,1,1,,0,05db9164,0acbc0bb,e6eab848,a01d631a,25c83c98,7e0ccccf,4aa938fc,0b153874,a73ee510,9598fde8,7e40f08a,9548807f,1aa94af3,07d13a8f,fbdfc6b5,9226afe8,07c540c4,140bbba0,,,d4f60ad4,,3a171ecb,c9beb5ca,,
14719432,0,,50,,,14277,,,0,,,,,,68fd1e64,2c8c5f5d,910ade79,953f038f,25c83c98,fbad5c96,d2d741ca,0b153874,a73ee510,e9b1b7e2,ea4adb47,8ace78d0,05781932,64c94865,c1124d0c,5efa8d38,e5ba7672,f5f4ae5b,,,60cc6d6c,,423fab69,9d8f9768,,
14761209,0,,0,1,1,269,,0,15,14,,0,,14,5a9ed9b0,38a947a1,960853c9,124a3cea,25c83c98,fbad5c96,516ce6f9,0b153874,a73ee510,3b08e48b,2a55306d,18476266,04490a65,07d13a8f,50e1ee80,61d9fc64,d4bb7bd8,49e22b38,,,44151d6a,,be7c41b4,38da059f,,
14791556,1,14,1666,,,1270,13,18,1,9,0,1,1,,5a9ed9b0,bc478804,93c9acf2,13508380,25c83c98,7e0ccccf,6fb62f1a,0b153874,a73ee510,015ac893,e51ddf94,8d3ba3e9,3516f6e6,07d13a8f,0af7c64c,0416fd03,3486227d,65a2ac26,55dd3565,b1252a9d,04bd759e,ad3062eb,423fab69,45ab94c8,001f3601,c84c4aec
14910111,0,,11,23,4,3022,97,3,7,7,,1,0,7,05db9164,38d50e09,e56667ec,73bc490e,4cf72387,fbad5c96,38eb9cf4,5b392875,a73ee510,3dd5f464,7f8ffe57,d0383dc2,46f42a63,b28479f6,42b3012c,36a0a0df,e5ba7672,582152eb,21ddcdc9,5840adea,395693d9,,32c7478e,5e018d93,001f3601,cfd96da1
14969142,1,0,-1,,,2102,15,1,3,5,0,1,,,05db9164,421b43cd,208131d5,ba02f1aa,25c83c98,fe6b92e5,60be2adb,f504a6f4,a73ee510,1b1abb1b,69753b72,6ab46ac0,b0ff1de2,64c94865,89407d7d,0808c732,d4bb7bd8,2804effd,,,c4d4bf5b,c9d4222a,c7dc6720,d9556584,,
15000121,0,,-1,,0,12,,0,0,0,,0,,0,5a9ed9b0,80e26c9b,f5be816f,7d5a0a6f,4cf72387,,f1ff45d6,062b5529,a73ee510,9a1250bd,acc758fc,93adbd16,9bbdb8bd,07d13a8f,f3635baf,0c1ebb0e,1e88c74f,f54016b9,21ddcdc9,b1252a9d,1ec9d46f,,3a171ecb,9195f690,e8b83407,3e0e39d6
15027731,0,2,43,15,5,1320,9,6,10,9,0,2,,5,5a9ed9b0,89ddfee8,69e02440,c73b8024,4cf72387,7e0ccccf,c9f171f9,1f89b562,a73ee510,67eea4ef,755e4a50,0203f6f7,5978055e,b28479f6,25753fb1,9ee7d1c2,d4bb7bd8,5bb2ec8e,21ddcdc9,b1252a9d,582e8c1d,ad3062eb,32c7478e,cdd953ce,f0f449dd,c41b12cd
15236872,0,1,0,19,20,89,20,1,20,20,1,1,,20,05db9164,58e67aaf,9b07bc0e,59c84737,25c83c98,fe6b92e5,03b3628d,0b153874,a73ee510,044f54bc,bef6a013,db2fb5ef,8407d8f7,051219e6,d83fb924,4d5abc5d,d4bb7bd8,c21c3e4c,92524a76,a458ea53,c9b4e98d,ad3062eb,c7dc6720,297d108e,9b3e8820,e94f7ef3
15366601,0,3,2,1,,465,0,28,17,302,2,11,,,68fd1e64,403ea497,eec92c7a,b2e9811a,25c83c98,fe6b92e5,052e75f4,0b153874,a73ee510,7636f6c8,b7bb7a17,c534c129,73e186f6,07d13a8f,e3209fc2,e6b23bf9,e5ba7672,a78bd508,21ddcdc9,5840adea,704031f9,c9d4222a,32c7478e,1793a828,e8b83407,2fede552
15613728,0,,4,,40,23103,,,39,,,,0,40,05db9164,8084ee93,02cf9876,c18be181,43b19349,7e0ccccf,d5e0d64e,0b153874,a73ee510,0ada1061,415f416d,8fe001f4,247dab93,b28479f6,b2ff8c6b,36103458,8efede7f,52e44668,,,e587c466,c9d4222a,32c7478e,3b183c5c,,
15689842,0,0,0,3,,3176,22,1,6,13,0,1,,,05db9164,e5fb1af3,4d2b02f3,c30697c3,25c83c98,7e0ccccf,845fb196,66f29b89,a73ee510,6997b535,911b463c,01aa12e8,0c9cc756,07d13a8f,b5de5956,6803582a,d4bb7bd8,13145934,b41b58af,b1252a9d,90fa61fa,,423fab69,0b351a52,e8b83407,b1c17344
15803542,1,0,-1,5,3,2054,18,27,9,196,0,12,,3,68fd1e64,09e68b86,aa8c1539,85dd697c,25c83c98,,0dbf2675,0b153874,a73ee510,48a94b2e,88196a93,d8c29807,1211c647,b28479f6,2d49999f,c64d548f,e5ba7672,63cdbb21,cf99e5de,5840adea,5f957280,,32c7478e,1793a828,e8b83407,b7d9c3bc
15821387,0,,17,4,13,2885,33,6,12,36,,1,1,13,68fd1e64,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,ddecb707,5b392875,a73ee510,a85e0b9b,e81438fc,dfbb09fb,f745e01e,8ceecbc8,7ac43a46,84898b2a,3486227d,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
15856203,0,0,0,90,5,70512,,0,5,5,0,0,,5,05db9164,80e26c9b,3e14041d,f922efad,384874ce,fbad5c96,289680f1,0b153874,7cc72ec2,4b8a7639,9f0003f4,7307c19e,5afd9e51,b28479f6,a785131a,87acb535,d4bb7bd8,005c6740,21ddcdc9,b1252a9d,a4b7004c,,be7c41b4,b34f3128,e8b83407,9904c656
15874666,1,,240,3,2,23031,222,4,2,141,,1,,2,05db9164,7a1bc0a3,dd1e882e,f34203e3,384874ce,fbad5c96,4813a129,5b392875,a73ee510,4c923a68,e3baf8d4,0a48382f,bc1e82c6,1adce6ef,e4d19743,4e669708,27c07bd6,34ab890d,,,81f8acaf,,dbb486d7,15b4ecfa,,
16070614,0,5,0,51,37,743,73,13,46,148,1,4,,37,09ca0b81,4f25e98b,b393df87,c3fecae9,25c83c98,7e0ccccf,7dab17c2,0b153874,a73ee510,f6f942d1,636405ac,8d33fe00,31b42deb,b28479f6,bd7b7794,0fd4fbad,e5ba7672,9e4517be,21ddcdc9,5840adea,572bdde8,c9d4222a,3a171ecb,9fa3e01a,001f3601,d9bcfc08
16119265,0,7,27,28,12,511,63,42,39,418,2,9,0,12,05db9164,421b43cd,6eab7e8e,29998ed1,25c83c98,fbad5c96,6bf83cdb,5b392875,a73ee510,4d7d371a,60adb56e,6aaba33c,53b60829,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
16164578,0,,11,6,1,17220,195,4,3,61,,1,,1,05db9164,287130e0,87f894c0,74d53127,f281d2a7,fbad5c96,03dda6cf,5b392875,a73ee510,7fc0c2b2,3289d3e1,7a709804,5a777c73,07d13a8f,10040656,d85ab9e7,07c540c4,891589e7,9653bb65,b1252a9d,4063121d,,3a171ecb,58e38a64,e8b83407,70451962
16233634,1,9,-1,,,155,2,46,7,172,2,11,0,,68fd1e64,89ddfee8,069f4bd2,55cc2f04,25c83c98,7e0ccccf,407438c8,0b153874,a73ee510,fe3535fe,755e4a50,eb1e7163,5978055e,b28479f6,25753fb1,4aab7fec,27c07bd6,5bb2ec8e,064f1f80,b1252a9d,6885b14f,,32c7478e,ae0c9ff5,f0f449dd,2f2d5108
16504382,1,6,1,10,0,76,73,6,0,0,1,1,,0,05db9164,0468d672,622d2ce8,51c64c6d,25c83c98,13718bbd,dde8fbe1,0b153874,a73ee510,a9dd3a26,4c14b9bc,e9521d94,85fcb68e,b28479f6,234191d3,ab8b968d,e5ba7672,9880032b,21ddcdc9,5840adea,ee4fa92e,,32c7478e,d61a7d0a,ea9a246c,56be3401
